Country,Year,OFR_forecast,PriceIndex_forecast
Falkland Is.(Malvinas),2022,1280488.2352941176,411.16507727306043
Falkland Is.(Malvinas),2023,1298272.794117647,414.10197068215376
Falkland Is.(Malvinas),2024,1316057.3529411764,417.0388640912471
Falkland Is.(Malvinas),2025,1333841.9117647058,419.97575750034036
Faroe Islands,2019,767.5786425339365,312.34449620653083
Faroe Islands,2020,777.2536953242835,314.3254760079545
Faroe Islands,2021,786.9287481146304,316.3064558093782
Faroe Islands,2022,796.6038009049773,318.2874356108019
Faroe Islands,2023,806.2788536953242,320.2684154122255
Faroe Islands,2024,815.9539064856712,322.2493952136492
Faroe Islands,2025,825.628959276018,324.2303750150729
"Fiji, Republic of",2019,2254.5757352941177,580.5736662573939
"Fiji, Republic of",2020,2285.801470588235,584.6221567176981
"Fiji, Republic of",2021,2317.027205882353,588.6706471780024
"Fiji, Republic of",2022,2348.2529411764704,592.7191376383065
"Fiji, Republic of",2023,2379.478676470588,596.7676280986107
"Fiji, Republic of",2024,2410.7044117647056,600.8161185589148
"Fiji, Republic of",2025,2441.9301470588234,604.864609019219
Finland,2019,577.0749484004127,269.20745105389364
Finland,2020,583.9890780873752,270.829903284411
Finland,2021,590.9032077743377,272.4523555149284
Finland,2022,597.8173374613002,274.0748077454458
Finland,2023,604.7314671482627,275.6972599759633
Finland,2024,611.6455968352252,277.31971220648063
Finland,2025,618.5597265221877,278.94216443699804
France,2019,137.38919790060456,126.72850400230375
France,2020,137.93107033394665,126.97891077523902
France,2021,138.47294276728874,127.22931754817427
France,2022,139.01481520063084,127.47972432110953
France,2023,139.55668763397293,127.73013109404478
France,2024,140.09856006731505,127.98053786698003
France,2025,140.64043250065714,128.23094463991532
French Guiana,2019,465.80147058823536,266.48599724230235
French Guiana,2020,471.10294117647067,268.01116774177217
French Guiana,2021,476.40441176470597,269.5363382412419
